registrationid,vendorid,code,name,email,address1,address2,address3,city,state,zipcode,phone,fax,contact,active
10359,10359,,joe smith (test),,555 smith rd,,,saddle brook ,nj,07663,,,,0
7924,7924,,Joe Townsend,,Anywhere,,,Who Knows,Fl,32301,,,,0
6385,6385,7352,JOEL'S SPORTS OF CLIFTON,,STYERTOWNE SHOPING CENTER,"CLIFTON, N.J. 07012",201 778 7401               *,CLIFTON,NJ,070120000,2017787401,0000000000,,1
1900,1900,1918,JOEY TECHONOLOGIES INC,,5208 MAHONING AVE SUIITE 230,"YOUNGSTOWN, OH 44515",                           *,YOUNGSTOWN,OH,445150000,0000000000,0000000000,,1
422,422,03AA,JOHN,,,,                           *,,03,3    0000,0000000000,0000000000,,1
3215,3215,3241,"JOHN A. EARL, INC.",email@johnearl.com,11 INDUSTRIAL AVENUE,,,UPPER SADDLE RIVER,NJ,07458,201-342-2453,201-342-8548,,1
3224,3224,324A,"JOHN A. EARL, INC.",,216-222 UNION STREET,"HACKENSACK, N.J. 07601",                           *,HACKENSACK,NJ,076010000,,,,1
10303,10303,,"JOHN A. EARL, INC.",,216 - 222 UNION ST.,,,HACKENSACK,NJ,07601,201-342-2453,,,0
5162,5162,6007,"JOHN B. FISHER, LUDLOW-ELROD",,19 LONE OAK RD.,"NEW MONMOUTH, NJ 07748",                           *,NEW MONMOUTH,NJ,077480000,0000000000,0000000000,,1
579,579,0555,"JOHN B. GARRETT, INC.",,2054 CENTRAL AVE,,,ALBANY,NY,12205,518-869-1289,518-869-1679,,0
6221,6221,7187,JOHN BERGENSTOCK & ASSOCIATES,,2100 GLENWOOD DRIVE,"PT. PLEASANT, N.J. 08742",908-892-3130               *,PT. PLEASANT,NJ,087420000,9088923130,0000000000,,1
877,877,0865,JOHN DEERE LANDSCAPE,,202 USHERS ROAD,,518 482-4405               *,ROUND LAKE ,NY,12151,518-877-8222,,,1
494,494,0470,JOHN DEERE LANDSCAPES,,1385 E. 36th Street,,                           *,CLEVELAND,OH,44114-1849,800-321-5325,248-581-1433,,0
13049,13829,1292,JOHN DEERE LANDSCAPES,,12B S. GOLD DRIVE,,,ROBBINSVILLE,NJ,08884,609-689-0672,609-689-0698,,0
4060,4060,4107,"JOHN F. O'MEARA, INC.",,415  7TH STREET,"UNION CITY, N.J. 07087",866-8375                   *,UNION CITY,NJ,070870000,0008668375,0000000000,,1
13018,13769,X975,JOHN GARCIA CONSTRUCTION,jgarciaconstr@gmail.com,183 FRIAR LANE,,,CLIFTON,NJ,07013,973-773-4544,973-773-2977,,1
12184,12381,X503,JOHN GRENDA & ASSOCIATES LLC.,,30 LA COSTA DRIVE,,,EGG HARBOR TOWNSHIP,NJ,08234,609-576-6065,,,0
6866,6866,7869,JOHN H. BARRETT INC,,38 MAIN STREET,,,BLOOMINGDALE,NJ,07403,,,,1
7583,7583,9480,"JOHN H. CALO CO., INC.",,1600 STEWART AVE SUITE 303,"WESTBURY, N.Y. 11590",516-561-7758               *,WESTBURY,NY,115900000,5165617758,0000000000,,1
2771,2771,2808,JOHN H. MURCOTT INC.,,200 CABOT ST.,"WEST BABYLON, N.Y. 11704",800-832-4444               *,WEST BABYLON,NY,117040000,8008324444,0000000000,,1
15530,1623097,T546,"John J Faccas, Inc. T/A Quality Electrical Const. ",qualityelectricalnj@gmail.com,9 Plum Lane,,,Holmdel,NJ,07733,732-671-1375 ,,,1
13750,14908,5439,"John Keal Music Co., Inc.",,819 Livingston Avenue,,,Albany,NY,12206,518-482-4405 ,518-482-4426,,1
2475,2475,2510,JOHN LONSKY ASSOCIATES,,2315 RIVERMONT AVE,"LYNCHBURG, VA 24503",804-528-9442               *,LYNCHBURG,VA,245030000,8045289442,0000000000,,1
14279,15758,R621,JOHN N. FEHLINGER STEAM VALVE & PROCESS CONTROLS,lisa.ludwig@jnfsteam.com,20 VESEY STREET,,,NEW YORK,NY,10007,212-233-5656,,,1
11858,11892,X193,JOHN O'HARA CO. INC.,,25 KEARNY ST.,,,EAST ORANGE,NJ,07017,973-673-4676,973-673-7141,,1
1294,1294,1283,JOHN SEXTON & CO.,,360 S. VAN BRUNT ST.,"ENGLEWOOD, N.J. 07631",201-567-6200               *,ENGLEWOOD,NJ,076310000,2015676200,0000000000,,1
953,953,0935,JOHN SIMON INSTRUMENT CO.,,50 N. FRANLKIN TPKE,"HOHOKUS, N.J. 07423",201 445-3001               *,HOHOKUS,NJ,074230000,2014453001,0000000000,,0
13713,14865,R344,"JOHN VERDERAME AND SONS, INC.",service@johnverderamesons.com,930 BORTON LANDING ROAD,,,MOORESTOWN,NJ,08057,856-235-3144,856-231-1766,,1
8187,8187,T171,"JOHN WIELY & SONS, INC",,10475 CROSSPOINT BLVD.,,,INDIANAPOLIS,IN,46256,877-762-2974,,,1
4993,4993,5665,JOHN'S INC. ,,720 HAMILTON STREET,,,SOMERSET,NJ,08873,732-249-8800,732-249-8903,,0
9782,9782,5498,JOHN'S SPORTS SUPPLY,,16 GOLDFIELD LANE,,,REXFORD,NY,12148,518.373.3362,518.373.3362,,1
5088,5088,5762,JOHN'S TRANSMISSION INC.,,646 W. MONTAUK WHY,,,LINDENHURST,NY,11757,631-226-5800,631-226-2666,,1
9825,9825,6676,"JOHNSON & TOWERS, INC.",,2021 BRIGGS ROAD,,,MT. LAUREL,NJ,08054,856-234-6990,856-222-2414,,1
14303,15907,R640,JOHNSON BARAN CORP.,johnsonbaran@verizon.net,P.O. BOX 842,,,FORKED RIVER,NJ,08005,732-349-4900,732-349-4903,,1
4412,4412,4478,JOHNSON BUSINESS PRODUCTS,,301 PENHORN AVE,,,SECAUCUS,NJ,07094,201-422-6600 - x104,201-422-6666,,1
14265,15696,r610,JOHNSON CONTROLS,,264 Fernwood Ave,,,Edison,NJ,08837,732-225-6765,732-225-6721,,0
14765,1432191,E937,JOHNSON CONTROLS,,,,,,,,,,,0
14766,1432192,R937,JOHNSON CONTROLS FIRE PROTECTION LP,izabela.regula@jci.com,930 Riverview Dr.,,,Totowa,NJ,07512,,,,1
13229,14111,R072,Johnson Controls Fire Protection LP,,35 ARKAY DRIVE,,,HAUPPAUGE,NY,11788,631-872-4637 cell,,,1
15605,1623248,T571,"Johnson Controls Fire Protection, LP ",valerie.a.smith@jci.com,283 Gibraltar Road,,,Horsham,PA,19044,215-385-1630 ,,,1
11859,11893,X194,"JOHNSON CONTROLS, INC.",,6 AERIAL WAY,,,SYOSSET,NY,11791,866-854-4792,866-405-6393,,0
4996,4996,5668,JOHNSON DIVERSEY CO.,,1326 WILLOW ROAD,,                           *,STURTEVANT,WI,53177,262-884-8579,,,1
3905,3905,3944,JOHNSON DIVERSY INC.,,26935 NORTHWESTERN HWY #400,,,SOUTHFIELD,MI,48034,800-521-8140,,,1
4127,4127,4176,JOHNSON FARMS,,1633 HIGHWAY 77,,,DEERFIELD,NJ,08313,800-258-3887,,,1
10169,10169,,Johnson Farms & Nursery,,PO Box 65,1633 Highway 77,,Deerfield,NJ,08313,800-258-3887,,,0
14916,1434579,8846,JOHNSON HEALTH TECH NORTH AMERICA INC. ,ken.boardman@matrixfitness.com,1600 LANDMARK DRIVE,,,COTTAGE GROVE,WI,53527,203-984-2705,,,1
15594,1623210,9489,"Johnson Lambe Company, Inc.",rhett@johnsonlambe.net,"412 Woodburn Road, Suite #001",,,Raleigh,NC,27605,919-832-8848,919-832-4373,,1
7478,7478,9224,JOHNSON PLASTICS,,9240 GRAND AVENUE SOUTH,,800-869-7800               *,MINNEAPOLIS,MN,55420,952-888-9507,952-888-4997,,0
15267,1429897,9182,Johnson Plastics Plus,,12450 Oliver Avenue South Suite 100,,,Burnsville,MN,55337,800-869-7800,,,1
9014,9014,3950,JOHNSON SCIENTIFIC INC,,1508 MADRONE AVENUE,,,WILLIAMSTOWN,NJ,08094,856-728-0042,856-875-3603,,1
6589,6589,7575,JOHNSON STATIONERS,,728 BERGEN AVENUE,"JERSEY CITY, NJ 07306",433-2940                   *,JERSEY CITY,NJ,073060000,0004332940,0000000000,,1
2067,2067,2086,JOHNSON STRING INSTRUMENTS,,1029 CHESTNUT STREET,,                           *,NEWTOWN UPPER FALLS,MA,02464,617-964-0954,,,1
15368,1620918,9263,Johnson Strings Instrument,,1029 CHESTNUR STREET,,,NEWTON UPPER FALLS MA,MA,02464,617-964-0954,,,1
2649,2649,2686,JOHNSON WAX CO.,,Attn: Wayne N. Tandberg,1 BLUE HERON LANE,,BAYVILLE,NJ,08721,800-535-1765,732-269-0580,,1
4142,4142,4191,"JOHNSON'S RESTAURANT EQUIPMENT, INC.",,1100 ROUTE 33,,,NEPTUNE,NJ,07753,732-775-1660 x17,732-643-5531,,1
15593,1623209,0702,Johnson-Lambe Company ,,,,,,,,,,,1
14573,1429930,R809,JOHNSONS CONTROLS INC,,930 NORTH RIVERVIEW DRIVE,,,TOTOWA,NJ,07512,973-237-3114,973-837-5886,,0
14572,1429929,R808,JOHNSONS CONTROLS INC.,barry.ginsburg@jci.com,7852 BOWNING ROAD,,,PENNSAUKEN,NJ,08109,856-298-0421,,,0
14571,1429928,R807,"JOHNSONS CONTROLS, INC.",paul.dansbury@jci.com,1090 KING GEORGES POST RD BUILDING 6,,,EDISON,NJ,08837,732-623-0659,,,0
9320,9320,8298,JOHNSTON PAPER CO.,,21 ALLEN STREET,,,AUBURN,NY,13021,315-253-8435,,,1
3674,3674,3699,JOHNSTON SUPPLY CO. ,,120 CORPORATE BLVD.,,                           *,SO. PLAINFIELD,NJ,07080,908-561-9300,908-561-8899,,1
1582,1582,1585,Johnstone Supply,,131 Heller Place,,                           *,Bellmawr,NJ,08031,856-751-0100   X 614,,,1
6427,6427,7394,JOHNSTONE SUPPLY,jack.dominice@johnstonesupply,156 MAGEE AVENUE,,,STAMFORD,CT,06902,203-359-2626,203-967-3606,,0
14390,1117706,7647,JOHNSTONE SUPPLY,,120 CORPORATE BLVD.,,,SOUTH PLAINFIELD,NJ,07080,908-561-9300,908-561-8899,,1
2724,2724,2761,JOHNSTONE SUPPLY INC.,,2600 6TH AVENUE,,,TROY,NY,12180,518-272-5922 x108,518-272-5950,,0
14231,15640,R592,JOHNSTONE SUPPLY/PLEASANTVILLE,,23 CLIFTON AVENUE,,,PLEASANTVILLE,NJ,08232,609-377-0368,609-272-9590,,1
16189,1711594,9820,JollyHeap,,,,,,,,,,,1
3225,3225,324B,JONAH SERVICE CO.,,740 MIDDLESEX AVENUE,"METUCHEN, N.J. 08840",                           *,METUCHEN,NJ,088400000,0000000000,0000000000,,1
3218,3218,3244,JONAH SERVICE CO.,,611 COMMERCE ROAD,"LINDEN, N.J. 07036",908-549-9590               *,LINDEN,NJ,070360000,9085499590,0000000000,,1
5053,5053,5727,JONATHAN GREEN & SONS INC.,tpretz@jonathangreen.com,48 SQUANKUM YELLOWBROOK ROAD,,,FARMINGDALE,NJ,07727,732-938-7007,732-938-5788,,0
1751,1751,1761,JONATHAN WEISBLATT,,P.O. BOX 3963,,914-268-5000               *,DANBURY,CT,06813,,,,1
7301,7301,8713,JONATHAN'S COMPUTER CTR,,16000 P COMMERCE PKWY,"MT. LAUREL, N.J. 08054",609-234-6789               *,MT. LAUREL,NJ,080540000,6092346789,0000000000,,1
9898,9898,F065,JONES & BARTLETT PUBLISHER    ,,,,,,,,,,,1
4956,4956,5626,"JONES CHEMICALS, INC.",,80 MUNSON ST.,"LEROY, N.Y. 14482",                           *,LEROY,NY,144820000,0000000000,0000000000,,1
2921,2921,2958,JONSTHAN'S HARDWARE,,798 ROUTE 539,"TUCKERTON, N.J. 08087",                           *,TUCKERTON,NJ,080870000,0000000000,0000000000,,1
1001,1001,0981,"Jonti-Craft, Inc.",,P.O. Box 30,,                           *,Wabasso,MN,56293,800-543-4149 x 5105,800-860-5617,,1
2468,2468,2502,JOPAUL ENTERPRISES,,10502 JAMAICA AVENUE,,,JAMAICA,NY,11418,718-849-3861,,,1
3217,3217,3243,JORDAL,,12 HELEN COURT.,"SPRING VALLEY, N.Y. 10977",                           *,SPRING VALLEY,NY,109770000,0000000000,0000000000,,1
3220,3220,3246,JORDAL,,PO BOX 457,"VALLEY COTTAGE, N.Y. 10989",                           *,VALLEY COTTAGE,NY,109890000,0000000000,0000000000,,1
12135,12303,x460,JOSEPH DEL POLITO ELECTRICAL CONTRACTOR,,,,,,,,,,,1
1885,1885,1903,JOSEPH E. PODGOR CO.,,7055 CENTRAL HIGHWAY,"PENNSAUKEN, NJ 08109",800 257-8226               *,PENNSAUKEN,NJ,081090000,8002578226,0000000000,,1
14166,15572,L048,JOSEPH ENVIRONMENTAL LLC,,80 VARSITY ROAD,,,NEWARK,NJ,07106,973-373-2221,973-669-9731,,1
2872,2872,2909,"Joseph Fazzio, Inc.",,2900 GLASSBORO-CROSS KEYS RD,,                           *,GLASSBORO,NJ,08028,856-881-3185,856-881-0214,,1
5576,5576,6422,Joseph Gartland Inc. dba Beautiful Rags,elaine@beautifulrags.com,80 W. BROWNING ROAD,,,BELLMAWR,NJ,08031,609-820-0040,856-931-9313,,1
2446,2446,247A,"JOSEPH GARTLAND, INC.",,,,                           *,,24,471920000,0000000000,0000000000,,1
3221,3221,3247,"JOSEPH GARTLAND, INC.",,9TH & LIBERTY STS,"CAMDEN, N.J. 08104",800 222-0086               *,CAMDEN,NJ,081040000,8002220086,0000000000,,1
3226,3226,3250,JOSEPH M. BROWNE CO.,,157 BROADWAY,"JERSEY CITY, N.J. 07306",                           *,JERSEY CITY,NJ,073060000,0000000000,0000000000,,0
14367,61711,R697,"JOSEPH R. DELGADO, INC.",jrdelgado@delgadoelectric.net,1869 GALLAGHERSDRIVE,,,VINELAND,NJ,08360,856-692-8606,856-692-9113,,1
5204,5204,6044,JOSEPH RICCIARDI PAINTS,,91 WASHINGTON AVE.,"NUTLEY, N.J. 07110",973-661-2393               *,NUTLEY,NJ,071100000,9736612393,,,1
6046,6046,7014,JOSEPH SPORTS,,BROOKLYN NAVY YARD BLDG 131 #H,"BROOKLYN, N.Y. 11205",718-852-3134               *,BROOKLYN,NY,112050000,7188523134,0000000000,,1
5045,5045,5718,JOSEPH STEINERT & CO.,,2117 NOTTINGHAM WAY,"TRENTON, N.J. 08619",                           *,TRENTON,NJ,086190000,0000000000,0000000000,,1
6772,6772,7770,"JOSEPH WEINTRAUB, INC",,243 EAST 204TH STREET,"BRONX, N.Y. 10458",212-733-3800               *,BRONX,NY,104580000,2127333800,0000000000,,1
15601,1623235,T566,Joseph's Landscaping & Lawn Care Inc. ,josephinc@hotmail.com,16 Cambridge Road,,,Kendall Park ,NJ,08824-1220,732-821-1112 ,,,1
2975,2975,3012,JOSHEN PAPER  & PACKAGING COMPANY,,41 DISTRIBUTION BLVD.,,,EDISON,NJ,08817,908-301-6963 cell,NJ,,1
127,127,0110,"Jostens, Inc dba Neff",bhesson@neffco.com,148 E. Broadway Street,,,Owatonna,MN,55060,800-854-7464,,,1
3746,3746,3774,"Jostens, Inc. dba Neff",,148 E Broadway Street,,                           *,Owatonna,MN,55060,800-854-7464,507-455-6384,,1
6372,6372,7338,JOT SUPPLY,,987 OLD EAGLE SCHOOL RD,"WAYNE, PA 19087",                           *,WAYNE,PA,190870000,0000000000,0000000000,,0
15719,1623386,T636,"Jottan, Inc.",tanner@jottan.com,1 Underwood Ct.,,,Delran,NJ,08075,609-447-6200,856-770-4109,,1
13525,10764,5193,Journey Education,odessa@JourneyEd.com,5212 TENNYSON PARKWAY  Suite 130,,,PLANO,TX,75024,800-876-3507    X 71,866-295-3039,,1
6232,6232,7197,JOY INCORPORATED,,3540 WALSH LANE,,215-947-1120               *,HUNTINGTON VALLEY,PA,19006,215-947-1120,,,1
14183,15590,6213,"JOY SYSTEMS, INC.",dan@joysystems.com,101 COTTONTAIL LANE,,,SOMERSET,NJ,08873,908-875-9773,732-469-1510,,1
6413,10803,7380,JOYCE TRIMMING INC,contact@ejoyce.com,109 W. 38th STREET,,,NEW YORK,NY,10018,212-719-3110,212-719-3091,,1
11459,10803,7380,JOYCE TRIMMING INC,,109 W. 38th STREET,,,NEW YORK,NY,10018,212-719-3110,212-719-3091,,1
7566,7566,9435,JP MORGAN CHASE BANK N.A.,,106 CORPORATE PARK DR 2 FLOOR,,                           *,WHITE PLAINS,NY,10604,914-993-2202,914-993-2274,,1
14727,1432150,R909,JP RENOVATIONS LLC,jprenovations8@gmail.com,103 PACIFIC AVENUE,,,GARFIELD,NJ,07026,201-881-9466,,,0
3325,3325,3347,JPC PAPER CO.,,50 NORTHFIELD AVE,"EDISON, N.J. 08818",732-346-3400     346-3406  *,EDISON,NJ,088180000,7323463400,0003463406,,1
11934,11972,X268,"JPC Plumbing & Heating, Inc.",,28 Newport Drive,,,Plainview,NY,11803,516-484-4221,516-932-7297,,1
7215,7215,8622,JPSC JANITORIAL SUPPLIES,,19 WEST PLEASANT AVE,"MAYWOOD, N.J. 07607",201-845-4888               *,MAYWOOD,NJ,076070000,2018454888,0000000000,,1
15017,1610556,T284,JR CUSTOM LANDSCAPING,jrcustom@optonline.net,34 BENNETTS MILL ROAD,,,JACKSON,NJ,08527,732-928-4443,732-928-953,,1
2125,2125,2144,"JR DESIGN, INC.",,395 LANSING DRIVE,,,MANTUA,NJ,08051,856-430-1245,610-461-8669,,1
2361,2361,2394,JR STEPHENS ASS. INC.,,P.O. BOX 828,"CHERRY HILL, N.J. 08003",                           *,CHERRY HILL,NJ,080030000,0000000000,0000000000,,1
9321,9321,5865,JRM INDUSTRIES INC.,,1 MATTIMORE STREET,,,PASSAIC,NJ,07055,973-779-9340,973-779-8017,,1
1193,1193,1176,JRT ASSOCIATES,,116 SO. CENTRAL AVE,"ELMSFORD, N.Y. 10523",                           *,ELMSFORD,NY,105230000,,,,1
8259,8259,8403,JSI SIGN SYSTEMS & SUPPLIES,,700 PINNACLE COURT #130,,,NORCROSS,GA,30071,800-241-0262,678-578-4242,,1
8529,8529,8286,"JT'S VAC & SEW, INC.",,211 EAST BROAD STREET,,,PALMYRA,NJ,08065,856-786-2626,,,1
8683,8683,8295,JTC SERVICES,,P.O. BOX 1015,,,MINNETONKA,MN,55345,,,,1
1116,1116,1097,"JUC, INC.",,85 5TH AVENUE,"PATERSON, N.J. 07524",                           *,PATERSON,NJ,075240000,0000000000,0000000000,,1
5910,5910,6855,JUDGE COMPUTER,,102 EXECUTIVE DR,"MOORESTOWN, N.J. 08057",                           *,MOORESTOWN,NJ,080570000,0000000000,0000000000,,1
1577,1577,1580,JUDGE COMPUTER CORP.,,102 EXECUTIVE DR. SUITE#7,"MOORESTOWN, N.J. 08057",609-866-8700               *,MOORESTOWN,NJ,080570000,6098668700,0000000000,,1
15186,1614852,9082,"Juliens Army & Navy Store, Inc.",julienstore@aol.com,316 N. Wood Avenue,,,Linden,NJ,07036,908-486-8012 ,908-486-5282 ,,1
5936,5936,6905,JULIUS BLUM & CO. INC.,,P.O.BOX 292,"CARLSTADT, N.J. 07072",                           *,CARLSTADT,NJ,070720000,0000000000,0000000000,,1
5732,5732,6590,JUMBO-SPORTS INC./NATIONWIDE,,O.O.B. 6/00,,813-885-8672               *,,65,590600000,8138858672,0000000000,,0
2277,2277,2309,JUMP STRETCH INC.,,1230 NORTH MERIDIAN ROAD,,,YOUNGSTOWN,OH,44509,800-344-3539,,,1
12848,13360,8734,"JUNCTION OF FUNCTION, INC.",,8603 IBIS COVE CIRCLE,,,NAPLES,FL,34119,214-418-8669,,,1
12660,13144,8958,JUNELL CORP,,420 IMPERIAL COURT,,,BENSALEM,PA,19020,267-525-8914,215-352-0190,,1
3894,3894,3933,Junior Library Guild ,,7858 Industrial Parkway,,                           *,Plain City,OH,43064,800-325-9558,800-827-3080,,1
15725,1623392,9575,"Jupiter Education Services, LLC dba Red Comet ",jay@redcomet.org,13259 Tall Grass Trail ,,,Frisco,TX,75035,972-236-5056 ,866-758-9631 ,,1
13919,15157,R458,"JUPITER ENVIRONMENTAL SERVICES, INC.",dmartinovic@jupiteres.com,323  CHANGEBRIDGE ROAD  SUITE 100,,,PINE BROOK,NJ,07058,973-575-8700,973-575-8702,,1
4856,4856,5255,JURIS BRENSSON VIOLIN MAKER,,146 W. 57TH ST.  57C,"NEW YORK, N.Y. 10019",                           *,NEW YORK,NY,100190000,0000000000,0000000000,,1
2836,2836,2872,JUS N' TYME PROMOS,,28 EAST JACKSON BLVD.,BLDG 10  SUITE J-387,,CHICAGO,IL,60604,773-840-4407,773-840-4051,,1
1605,1605,1607,JUST B,,850 MEACHAM ROAD,,,STATESVILLE,NC,28677,888-871-0990,,,1
1934,13948,1953,JUST BATS / PRO ATHLETIC INC.,support@JustBats.com,10800 NOTH POMONA AVENUE,,,KANSAS CITY,MO,64153,866-321-2287,,,1
13101,13948,1953,JUST BATS / PRO ATHLETIC INC.,support@JustBats.com,10800 NOTH POMONA AVENUE,,,KANSAS CITY,MO,64153,866-321-2287,,,1
7851,7851,,Just Do It,,Nike Way,,,Downtown,FL,32301,,,,0
2144,2144,2163,JUST FOR NETS,,4817 N. LOIS AVENUE,,,TAMPA,FL,33614,,,,1
13149,14023,R029,JUST GLASS & MIRROR,al@justglassandmirror.net,1250 N. BLACK HORSE PIKE,,,WILLIAMSTOWN,NJ,08094,856-728-8383,856-728-1992,,0
11632,10677,0463,JUST HER SPORTS,help@SportsForHer.com,5310 BELLAIRE BLVD.,,,BELLAIRE,TX,77401,888-561-3364,713-661-7242,,1
487,10677,0463,JUST HER SPORTS,help@SportsForHer.com,5310 BELLAIRE BLVD.,,,BELLAIRE,TX,77401,888-561-3364,713-661-7242,,1
12654,13137,7990,JUST KNIVES 101,,115 S. MAIN STREET,,,WILLIAMSTOWN,NJ,08094,856-875-5100,,,1
9391,9391,7981,JUST VOLLEYBALL,,P.O. BOX 70816,,,SUNNYVALE,CA,94086,408-738-4500,,,0
15589,15781,9484,JustBats.com,support@justbats.com,10800 North Pomona Avenue,,,Kansas City,MO,64153,1-866-321-2287,,,1
7983,7983,,JUSTHERSPORTS.COM,,,,,,  ,,,,,0
4029,4029,4073,JV PRO INC.,,2600 HARRISON AVE,"ROCKFORD, IL 61108",800-962-2440               *,ROCKFORD,IL,611080000,8009622440,0000000000,,0
15434,1620982,T497,JW PIERSON CO.,shammond@jwpierson.com,89 Dodd Street,,,East Orange,NJ,07017,973-332-3145 ,973-395-3971 ,,1
15350,1620883,9252,"JZA Training System, Inc.",joezahra@aol.com,91 Blake Avenue,,,Bohemia,NY,11716,516-695-0392,,,0
5918,5918,6864,K  LAYNE INC,,9760 HIGH COUNTRY LANE,"FORNEY, TX 75126",214-285-6381               *,FORNEY,TX,751260000,2142856381,0000000000,,1
15634,1623296,T587,K & A Excavating Company Inc.,kaexc@aol.com,198 Major Road,,,Monmouth Junction,nj,08852,732-355-0636,,,1
3543,3543,3567,K & G ELECTRIC MOTOR & PUMP,,150 LASER COURT,,,HAUPPAUGE,NY,11788,631-342-1171,631-342-1172,,1
14039,14028,5944,"K & J ACCESSORIES, INC. dba  SPECTRUM ",KJscoreboards@optonline.net,25 RIDGEWOOD ROAD,,,CLIFTON,NJ,07012,973-777-6741,973-591-1191,,1
5987,5987,6955,K & L SUPPLY,,36 HUBBARTON ROAD,"WAYNE, N.J. 07470",                           *,WAYNE,NJ,074700000,0000000000,0000000000,,1
13546,14429,R236,"K HANRAHAN ENTERPRISES, INC.",,40 EDISON AVENUE SUITE E,,,OAKLAND,NJ,07436,201-644-0838,973-506-1559,,0
13444,14327,4928,K Sound Inc,ksoundllc@gmail.com,28 Monroe Blvd,,,Monroe Township,NJ, 08831,732-735-1846,,,1
4380,4380,4440,K&A SUPPLY INC.,,539 HOBART RD,"PARAMUS, N.J. 07652",201-261-8761               *,PARAMUS,NJ,076520000,2012618761,0000000000,,1
15895,1711136,T731,K&B Contractors LLC,,5 Vetrone Drive,,,Woodland Park,NJ,07424,551-352-1610,,,1
12955,13593,X938,"K&D CONTRACTORS, LLC",kndcontractors@aoL.COM,351 MONROE AVENUE,,,KENILWORTH,NJ,07033,908-709-1268,908-709-0174,,1
11524,11123,5084,"K&J MAGNETICS, INC.",contactus@kjmagnetics.com,2110 ASHTON DRIVE  SUITE 1A,,,JAMISON,PA,18929,215-766-8055,215-766-8054,,1
4798,11123,5084,"K&J MAGNETICS, INC.",contactus@kjmagnetics.com,2110 ASHTON DRIVE  SUITE 1A,,,JAMISON,PA,18929,215-766-8055,215-766-8054,,1
8919,8919,4824,K&S Music Inc.,,61 Industrial Road,,,Berkeley Heights,NJ,07922,908-790-0400 X 14,908-790-0407,,1
7261,7261,8673,K-12 MICRO MEDIA PUBLISHING,,16 MCKEE DRIVE,"MAHWAH, N.J. 07430",201-529-4500               *,MAHWAH,NJ,074300000,2015294500,0000000000,,1
16151,1711554,9782,K-12 Tech,bdavies@merrymtg.com,"7300 E. Pleasant Valley Road, Suite 300 ",,,Independence,OH,44131,216-276-0247,,,1
3881,3881,3920,"K-LOG, INC.",,1224 WEST 27TH ST.,,,ZION,IL,60099,800-872-6611,847-731-5970,,1
5245,5245,6086,K. LAYNE INC.,,9760 HIGH COUNTRY LANE,"FORNEY, TX 75126",214-285-6381               *,FORNEY,TX,751260000,2142856381,0000000000,,1
1931,1931,1950,K.C. Strings,,5842 MERRIAM DRIVE,,                           *,MERRIAM,KS,66203,888-635-5225,913-677-4506,,1
13996,15287,5919,K1 SPORTSWEAR,sales5@k1hockey.com,1309 AVENUE C,,,CLOQUET,MN,55720,218-879-0028,,,1
3538,3538,3561,K12 INC.,,23 CORPORATE PARK DRIVE,,                           *,HERNDON ,VA,20171,866-512-2273,,,1
6555,6555,7540,K12SAVINGS TEXTBOOK BROKERS,,P.O. BOX 3218,,                           *,SPRINGFIELD,MO,65808,888-336-7101,888-866-8445,,1
5105,5105,5779,KAD ASSOCIATES,,"1000 Woodbridge Center Drive, Suite 124",,                           *,Woodbridge,NJ,07095,732-943-2192 X 116,732-943-2194,,1
15065,1610660,T321,KAD ASSOCIATES,,1000 WOODBRIGE CENTER DRIVE,,,WOODBRIDGE,NJ,07095,917-566-6183,,,1
13675,14787,5375,Kagan Professional Development,hannah@kaganonline.com,P.O. BOX 72008,,,SAN CLEMENTE,CA,92673-2008,,949-369-6311,,1
2481,2481,2516,KAHANTE ELECTRICAL SUPPLY CO.,,437 HWY 10/POB 879,"DOVER, N.J. 07801",201-366-2966               *,DOVER,NJ,078010000,2013662966,0000000000,,1
7477,7477,9222,KAHN & HANNA,,40 N.E. 69TH ST.,"MIAMI, FL 33138",                           *,MIAMI,FL,331380000,0000000000,0000000000,,1
12881,13395,0199,"KAIVAC, INC.",bobjr@kaivac.com,401 SOUTH 3RD STREET,,,HAMILTON,OH,45011,513-887-4600,513-896-8549,,1
15474,1621021,T520,Kala Construction LLC ,kalaconstructionllc@gmail.com,245 Lanza Avenue,,,Garfield,NJ,07026,201-844-2207 ,,,1
12193,12420,X509,"KALAS HEATING & COOLING, INC.",,657 STEWART STREET,,,RIDGEFIELD,NJ,07657,201-945-2190,,,1
2447,2447,247K,KALTMAN BOISE INC.,,,,                           *,,24,47   0000,0000000000,0000000000,,1
2448,2448,247L,KALTMAN BOISE INC.,,,,                           *,,24,47   0000,0000000000,0000000000,,1
268,268,024A,KALTMAN-BOISE INC.,,177 MILL LANE,"MOUNTAINSIDE, N.J.  07092",                           *,MOUNTAINSIDE,NJ,070920000,0000000000,0000000000,,1
265,265,0247,KALTMAN-BOISE SYSTEMS -KBI,,177 MILL LANE,"MOUNTAINSIDE, N.J. 07092",908-654-3600               *,MOUNTAINSIDE,NJ,070920000,9086543600,0000000000,,0
3227,3227,3251,KAMCO SUPPLY CORP.,,80 21st STREET,,                           *,BROOKLYN,NY,11232,718-840-1775,718-788-2053,,0
