registrationid,vendorid,VendorBids_Code,VendorBids_Name,VendorBids_Email,VendorBids_City,VendorBids_State,EDS_VendorId,EDS_Code,EDS_Name,EDS_Email,EDS_City,EDS_State,VendorBids_Status,EDS_Status
3321,14036,3343,Music First Express,classroommusic@stantons.com,Columbus,OH,14036,3343,Music First Express,,Columbus,OH,Inactive,Inactive
13181,14036,3343,Music First Express,classroommusic@stantons.com,Columbus,OH,14036,3343,Music First Express,,Columbus,OH,Inactive,Inactive
9348,9348,,Music in Motion,www.musicmotion.com,Plano,TX,9348,,Music in Motion,www.musicmotion.com,Plano,TX,Inactive,Active
880,880,0868,Music In Motion Inc.,,Plano,TX,880,0868,Music In Motion Inc.,service@musicmotion.com,Plano,TX,Active,Active
4271,4271,4327,Music Is Elementary,,Lyndhurst,OH,4271,4327,Music Is Elementary,orders@musiciselementary.com,Lyndhurst,OH,Active,Active
9058,9058,,Music Is Elementary,www.musiciselemtary.com,Cleveland,OH,9058,,Music Is Elementary,www.musiciselemtary.com,Cleveland,OH,Inactive,Active
9059,9059,,Music Is Elementary,,,  ,9059,,Music Is Elementary,,,,Inactive,Active
9060,9060,,Music Is Elementary,,,  ,9060,,Music Is Elementary,,,,Inactive,Active
16060,1711456,9745,Music is Elementary,,Lundhurst,OH,1711456,,,,Lundhurst,OH,Inactive,Inactive
15375,14716,9271,Music K-8 Marketplace,contact-us@musick8.com,Wauwatose,WI,14716,9271,Music K-8 Marketplace,,Wauwatose,WI,Inactive,Inactive
828,828,0814,MUSIC MALL INC.,,LOWELL,MA,828,0814,MUSIC MALL INC.,,LOWELL,MA,Inactive,Inactive
2183,2183,2203,MUSIC MAN INC.,,WEST PALM BEACH,FL,2183,2203,MUSIC MAN INC.,cindy@musicmaninc.com,WEST PALM BEACH,FL,Active,Active
4880,4880,5279,"MUSIC MODES, INC.",info@musicmodes.com,RINGWOOD,NJ,4880,5279,"MUSIC MODES, INC.",,RINGWOOD,NJ,Inactive,Inactive
15378,1432545,9274,MUSIC PLAY,,,,1432545,9274,MUSIC PLAY,,,,Active,Active
1202,1202,1185,MUSIC POPPAS,,MINEOLA,NY,1202,1185,MUSIC POPPAS,,MINEOLA,NY,Inactive,Inactive
9176,9176,5878,MUSIC PRODUCTS INC.,,ELMHURST,IL,9176,5878,MUSIC PRODUCTS INC.,contact@musicproductsinc.com,ELMHURST,IL,Inactive,Inactive
1203,1203,1186,MUSIC SALES INC.,,New York,NY,1203,1186,Music Sales Inc.,robin@musicfirst.com,New York,NY,Active,Active
10436,10436,,music time inc,,haddonfield,nj,10436,,music time inc,,haddonfield,nj,Inactive,Active
4260,4260,4316,MUSIC TREASURES CO.,,MECHANICSVILLE,VA,4260,4316,MUSIC TREASURES CO.,sales@musictreasures.com,MECHANICSVILLE,VA,Inactive,Inactive
13435,14318,4919,Music Trends,Bob@musictrends.com,Levittown,NY,14318,4919,Music Trends,,Levittown,NY,Active,Active
16238,1711714,9861,Music Will,katy.brodhead@musicwill.org,Montclair,NJ,1711714,9861,Music Will,katy.brodhead@musicwill.org,Montclair,NJ,Active,Active
8949,8949,,MUSIC123.COM,,SOUTH BEND ,IN,8949,,,,SOUTH BEND ,IN,Inactive,Inactive
6993,6993,8219,MUSICAL CREATIONS BY DORRS,,MARTLAND,FL,6993,8219,MUSICAL CREATIONS BY DORRS,,MARTLAND,FL,Active,Active
4879,4879,5278,MUSICAL DISCOUNT CENTER,,GARWOOD,NJ,4879,5278,MUSICAL DISCOUNT CENTER,,GARWOOD,NJ,Active,Active
906,906,0894,MUSICATION INC.,,BROOKLYN,NY,906,0894,MUSICATION INC.,,BROOKLYN,NY,Inactive,Inactive
4867,4867,5266,"Musician's Friend, Inc.",,INDIANAPOLES,IN,4867,5266,"Musician's Friend, Inc.",schools@musiciansfriend.com,INDIANAPOLES,IN,Active,Active
889,889,0877,"MusicTime, Inc.",,Voorhees,NJ,889,0877,"MusicTime, Inc.",sales@musictime.com,Voorhees,NJ,Active,Active
854,854,0840,MUSICTRONIC,,OWATONNA,MI,854,0840,MUSICTRONIC,,OWATONNA,MI,Inactive,Inactive
8524,8524,4974,MUSKY TROUT HATCHERY,,ASBURY,NJ,8524,4974,MUSKY TROUT HATCHERY,,ASBURY,NJ,Active,Active
5522,5522,6370,MUTUAL SCREW & SUPPLY,,ROCHELLE PK. ,NJ,5522,6370,MUTUAL SCREW & SUPPLY,rick@mutualscrew.com,ROCHELLE PK. ,NJ,Active,Active
15209,1614877,T389,"Mvation Worldwide, Inc. ",Biddesk@mvation.com,,  ,1614877,T389,"Mvation Worldwide, Inc. ",sales@mvation.com,,  ,Active,Active
4033,4033,4079,MVP ATHLETIC SUPPLIES,,ANNANDALE,NJ,4033,4079,MVP ATHLETIC SUPPLIES,,ANNANDALE,NJ,Active,Active
2301,2301,2334,MW CONTRACTING SERVICE,,NEWARK,NJ,2301,2334,MW CONTRACTING SERVICE,,NEWARK,NJ,Active,Active
2925,2925,295C,MWE INC,,HOHOKUS,NJ,2925,295C,MWE INC,,HOHOKUS,NJ,Active,Active
2913,2913,2950,MWE INC.,,HOHOKUS,NJ,2913,2950,MWE INC.,,HOHOKUS,NJ,Active,Active
16055,1711446,T820,MWF New York LLC,mwfnewyork@gmail.com,Mount Vernon ,NY,1711446,T820,MWF New York LLC,mwfnewyork@gmail.com,Mount Vernon ,NY,Active,Active
16005,1711327,9720,MWSC School Kits ,kenny@mwsupplycentral.com,Mount Sterling,IL,1711327,9720,MWSC School Kits ,kenny@mwsupplycentral.com,Mount Sterling,IL,Active,Active
13419,14302,4903,MX Electronics,naflis1@yahoo.com,Brooklyn,NY,14302,4903,MX Electronics,naflis1@yahoo.com,Brooklyn,NY,Active,Active
15891,1711132,T727,"My Backyard Sports, LLC ",,Closter,NJ,1711132,T727,"My Backyard Sports, LLC ",corporate@mybackyardsports.com,Closter,NJ,Active,Active
438,438,0415,"MY OFFICE SUPPLY CO.,INC.",,NEWARK,NJ,438,0415,"MY OFFICE SUPPLY CO.,INC.",bobs@mynjoffice.com,NEWARK,NJ,Inactive,Inactive
3569,3569,3593,MYDOT SALES CORP.,,RYE BROOK,NY,3569,3593,MYDOT SALES CORP.,,RYE BROOK,NY,Active,Active
16070,1711469,T827,Myers Electric & Construction LLC,myers823@comcast.net,Rahway,NJ,1711469,T827,Myers Electric & Construction LLC,myers823@comcast.net,Rahway,NJ,Active,Active
5314,5314,6155,MYERS TIRES SUPPLY DISTRIBUTION INC.,,SYRACUSE,NY,5314,6155,MYERS TIRES SUPPLY DISTRIBUTION INC.,,SYRACUSE,NY,Active,Active
14855,1432476,8817,MYHOUSE SPORTS GEAR,tpane@myhousesportsgear.com,SCOTT TOWNSHIP,PA,1432476,8817,MYHOUSE SPORTS GEAR,tpane@myhousesportsgear.com,SCOTT TOWNSHIP,PA,Active,Active
13393,14275,4446,MYI AUDIO VIDEO LLC,chris@myiaudiovideo.com,HACKENSACK,NJ,14275,4446,MYI AUDIO VIDEO LLC,chris@myiaudiovideo.com,HACKENSACK,NJ,Active,Active
13054,12378,1407,MyLocker.net,info@mylocker.net,DETROIT,MI,12378,1407,MyLocker.net,contact@mylocker.net,DETROIT,MI,Active,Active
15010,1566597,8897,"MYSTRETCHBAR (DiMarco Associates, LLC)",john@mystretchbar.com,MASSAPEQUA,NY,1566597,8897,"MYSTRETCHBAR (DiMarco Associates, LLC)",john@mystretchbar.com,MASSAPEQUA,NY,Active,Active
12069,12118,X398,N & A AUTO SERVICE INC.,,WEST BABYLON,NY,12118,X398,N & A AUTO SERVICE INC.,,WEST BABYLON,NY,Inactive,Inactive
6788,6788,7786,N & N PUBLISHING,,MIDDLETOWN,NY,6788,7786,N & N PUBLISHING,,MIDDLETOWN,NY,Active,Active
9915,9915,F082,"N & N PUBLISHING COMPANY, INC ",,,,9915,F082,"N & N PUBLISHING COMPANY, INC ",,,,Active,Active
4154,4154,4204,N Y CIB,,LONG ISLAND CITY,NY,4154,4204,N Y CIB,,LONG ISLAND CITY,NY,Active,Active
5670,5670,6514,"N. BREGLIO, INC.",,QUEENS VILLAGE,NY,5670,6514,"N. BREGLIO, INC.",,QUEENS VILLAGE,NY,Active,Active
4762,4762,5047,N. SIPERSTEIN MK. PAINT CORP.,,NORTH PLAINFIELD,NJ,4762,5047,N. SIPERSTEIN MK. PAINT CORP.,mkfrancois@comcast.net,NORTH PLAINFIELD,NJ,Active,Active
3286,3286,3308,"N. SIPERSTEIN., INC.",,JERSEY CITY,NJ,3286,3308,"N. SIPERSTEIN., INC.",,JERSEY CITY,NJ,Active,Active
6906,6906,7920,N.C.A.,,RENSSELAER,NY,6906,7920,N.C.A.,,RENSSELAER,NY,Active,Active
14832,1432370,8810,N.I.C.C. SPORTS LLC,nassaugolf1@gmail.com,FREEORT,NY,1432370,8810,N.I.C.C. SPORTS LLC,nassaugolf1@gmail.com,FREEORT,NY,Active,Active
4819,4819,5200,N.J DEPARTNENT OF THE TREASURY,,TRENTON,NJ,4819,5200,N.J DEPARTNENT OF THE TREASURY,,TRENTON,NJ,Active,Active
4196,4196,4251,N.J. GRAVEL & SAND CO.,,WALL,NJ,4196,4251,N.J. GRAVEL & SAND CO.,,WALL,NJ,Active,Active
12632,13108,7918,N.S. INDUSTRIAL & DESIGN,,MINNEAPOLIS,MN,13108,7918,N.S. INDUSTRIAL & DESIGN,,MINNEAPOLIS,MN,Active,Active
6177,6177,7144,N.Y.  BARBELL OF ELMIRA,,ELMIRA,NY,6177,7144,N.Y.  BARBELL OF ELMIRA,,ELMIRA,NY,Active,Active
23,23,0013,"N.Y. STATE INDUSTRIES FOR THE DISABLED, INC.",,NEW YORK,NY,23,0013,"N.Y. STATE INDUSTRIES FOR THE DISABLED, INC.",ezitovsky@nysid.org,NEW YORK,NY,Active,Active
3124,3124,3155,NACR,,EATONTOWN,NJ,3124,3155,NACR,mhawkins@nacr.com,EATONTOWN,NJ,Active,Active
1024,1024,1002,"NADA SCIENTIFIC, LTD",,CHAMPLAIN,NY,1024,1002,"NADA SCIENTIFIC, LTD",nouri@nadascientific.com,CHAMPLAIN,NY,Active,Active
2004,2004,2023,NAIL TECH SUPPLY,,GLADSTONE,MO,2004,2023,NAIL TECH SUPPLY,,GLADSTONE,MO,Inactive,Inactive
7011,7011,8311,NAILCO SALON/HAIRCO,,FARMINGTON HILL,MI,7011,8311,NAILCO SALON/HAIRCO,,FARMINGTON HILL,MI,Active,Active
1965,1965,1984,NAILS  DIRECT,,STERLINGTON,NY,1965,1984,NAILS  DIRECT,,STERLINGTON,NY,Active,Active
2485,2485,2520,NAILS DIRECT INC.,,ENGLEWOOD,NJ,2485,2520,NAILS DIRECT INC.,,ENGLEWOOD,NJ,Active,Active
15967,1711211,T773,Naka Technologies ,djd@nakatech.com,Central Islip,NY,1711211,T773,Naka Technologies ,djd@nakatech.com,Central Islip,NY,Active,Active
4967,4967,5637,NALCO CHEMICAL COMPANY,,PITTSBURGH,PA,4967,5637,NALCO CHEMICAL COMPANY,,PITTSBURGH,PA,Active,Active
15268,1614929,T406,"Namron, Inc. ",normanjones@namroninc.com,Cambria Heights,NY,1614929,T406,"Namron, Inc. ",normanjones@namroninc.com,Cambria Heights,NY,Active,Active
4000,4000,4042,"NANCY'S NOTIONS, LTD.",,BEAVER DAM,WI,4000,4042,"NANCY'S NOTIONS, LTD.",,BEAVER DAM,WI,Active,Active
4799,4799,5085,NARDONE,,WILKES-BARRE,PA,4799,5085,NARDONE,,WILKES-BARRE,PA,Inactive,Inactive
14710,1432133,R893,"NARI CONSTRUCTION, LLC",nari.construction@yahoo.com,LINCOLN PARK,NJ,1432133,R893,"NARI CONSTRUCTION, LLC",nari.construction@yahoo.com,LINCOLN PARK,NJ,Active,Active
967,967,0949,NASCO,info@enasco.com,FORT ATKINSON,WI,967,0949,NASCO,info@enasco.com,FORT ATKINSON,WI,Inactive,Inactive
968,968,094A,NASCO,,FORT ATKINSON,WI,968,094A,NASCO,,FORT ATKINSON,WI,Active,Active
612,612,058A,NASCO,,FORT ATKINSON,WI,612,058A,NASCO,,FORT ATKINSON,WI,Active,Active
605,605,0581,NASCO,,FORT ATKINSON,WI,605,0581,NASCO,,FORT ATKINSON,WI,Inactive,Inactive
10099,10099,,NASCO,,Fort Atkinson,WI,10099,,NASCO,,Fort Atkinson,WI,Inactive,Active
5142,5142,581A,NASCO   (EQUIPMENT),,FORT ATKINSON,WI,5142,581A,NASCO   (EQUIPMENT),,FORT ATKINSON,WI,Active,Active
10149,10149,,Nasco Arts & Crafts,info@eNasco.com,Fort Atkinson,WI,10149,,,info@eNasco.com,Fort Atkinson,WI,Inactive,Inactive
541,541,0518,Nasco Education LLC,Quotes@enasco.com,Dallas,TX,541,0518,Nasco Education LLC,arpayment@nascoeducation.com,Dallas,TX,Active,Active
8958,8958,5833,NASCO TEAM SPORTS,,MODESTO,CA,8958,5833,NASCO TEAM SPORTS,quotes@enasco.com,MODESTO,CA,Active,Active
3304,3304,3326,NASHUA CORPORATION,,NASHUA,NH,3304,3326,NASHUA CORPORATION,,NASHUA,NH,Active,Active
1366,1366,1359,NASHUA MEDIA INC/EXPRESS,,MERRIMACK,NH,1366,1359,NASHUA MEDIA INC/EXPRESS,,MERRIMACK,NH,Active,Active
14492,1117823,8165,"NASHVILLE MEDICAL & EMS PRODUCTS, INC.",,SPRINGFIELD,TN,1117823,8165,"NASHVILLE MEDICAL & EMS PRODUCTS, INC.",Sadaranganin@gmail.com,SPRINGFIELD,TN,Active,Active
15592,1623205,9488,"NASP, Inc.",,Waldo,WI,1623205,9488,"NASP, Inc.",orders@naspschools.org,Waldo,WI,Active,Active
5527,5527,6375,NASSAU FIRE APPARATUS,,WEST BABYLON,NY,5527,6375,NASSAU FIRE APPARATUS,,WEST BABYLON,NY,Inactive,Inactive
7149,7149,8545,NASSAU STATIONERY & PRINTING,,NEW YORK,NY,7149,8545,NASSAU STATIONERY & PRINTING,,NEW YORK,NY,Inactive,Inactive
1916,1916,1934,NASSAU SUFFOLK LUMBER & SUPPLY CORP.,,BOHEMIA,NY,1916,1934,NASSAU SUFFOLK LUMBER & SUPPLY CORP.,wvantuyl3@gmail.com,BOHEMIA,NY,Inactive,Inactive
13194,14076,3542,NASSAU SUFFOLK LUMBER CORP.,wvantuyl@nassausuffolklumber.com,LOCUST VALLEY,NY,14076,3542,NASSAU SUFFOLK LUMBER CORP.,wvantuyl3@gmail.com,LOCUST VALLEY,NY,Active,Active
7788,7788,T100,Nat'l Association of the Deaf,,Silver Spring,MD,7788,T100,Nat'l Association of the Deaf,,Silver Spring,MD,Active,Active
6381,6381,7347,NAT'L FED OF HS,,INDIANNAPOLIS,IN,6381,7347,NAT'L FED OF HS,,INDIANNAPOLIS,IN,Active,Active
7721,7721,T029,Nat'l Textbook Contemporay Pub,,Blacklick,OH,7721,T029,Nat'l Textbook Contemporay Pub,,Blacklick,OH,Active,Active
4263,4263,4319,NATIONAL  MUSIC  SUPPLY,,TAMPA,FL,4263,4319,NATIONAL  MUSIC  SUPPLY,,TAMPA,FL,Active,Active
284,284,0265,NATIONAL A/V SUPPLIES ,,BRATTLE BORO,VT,284,0265,NATIONAL A/V SUPPLIES ,,BRATTLE BORO,VT,Inactive,Inactive
279,279,0260,NATIONAL A/V SUPPLY,mshand@nationalavsupply.com,BRATTLEBORO ,VT,279,0260,NATIONAL A/V SUPPLY,mshand@nationalavsupply.com,BRATTLEBORO ,VT,Inactive,Inactive
289,289,026A,NATIONAL A/V SUPPLY,,EAST RUTHERFORD,NJ,289,026A,NATIONAL A/V SUPPLY,,EAST RUTHERFORD,NJ,Active,Active
5907,5907,6852,NATIONAL ABRASIVE SALES INC,,LEWISBERRY,PA,5907,6852,NATIONAL ABRASIVE SALES INC,,LEWISBERRY,PA,Active,Active
1581,1581,1584,NATIONAL AIR FILTER ,,CEDAR GROVE,NJ,1581,1584,NATIONAL AIR FILTER ,sales@nationalairfilter.com,CEDAR GROVE,NJ,Inactive,Inactive
969,969,0950,"National Art & School Supplies, Inc. ",,Rahway,NJ,969,0950,"National Art & School Supplies, Inc. ",levy@nationalartsupplies.com,Rahway,NJ,Active,Active
6069,6069,7038,NATIONAL ASSOC.OF HSGC&A,,RAYMORE,MO,6069,7038,NATIONAL ASSOC.OF HSGC&A,,RAYMORE,MO,Active,Active
420,420,0398,NATIONAL AUDIO CO INC,,SPRINGFIELD,MO,420,0398,NATIONAL AUDIO CO INC,,SPRINGFIELD,MO,Inactive,Inactive
9613,9613,,National AV Supply,www.nationalavsupply.com,Grafton,VT,9613,,National AV Supply,www.nationalavsupply.com,Grafton,VT,Inactive,Active
7006,7006,8306,NATIONAL BAG CO.,,TWINSBURG,OH,7006,8306,NATIONAL BAG CO.,,TWINSBURG,OH,Active,Active
15987,1711233,9711,National Battery Store ,paul@nationalbatterystore.com,Pennsauken Township,NJ,1711233,9711,National Battery Store ,paul@nationalbatterystore.com,Pennsauken Township,NJ,Active,Active
4223,4223,4279,NATIONAL BATTING CAGES,,FOREST GROVE,OR,4223,4279,NATIONAL BATTING CAGES,,FOREST GROVE,OR,Active,Active
7506,7506,9292,"NATIONAL BID, INC.",,TOWACO,NJ,7506,9292,"NATIONAL BID, INC.",,TOWACO,NJ,Active,Active
8508,8508,7900,NATIONAL BUSINESS FURNITURE,milsales@nbf.biz,MILWAUKEE,WI,8508,7900,NATIONAL BUSINESS FURNITURE,milsales@nbf.biz,MILWAUKEE,WI,Active,Active
5550,5550,6398,NATIONAL CAMERA,,EAST BRUNSWICK,NJ,5550,6398,NATIONAL CAMERA,,EAST BRUNSWICK,NJ,Active,Active
15246,1610858,9163,NATIONAL CENTER FOR YOUTH ISSUES ,ORDERS@NCYI.ORG,CHATTANOOGA,TN,1610858,9163,NATIONAL CENTER FOR YOUTH ISSUES ,ORDERS@NCYI.ORG,CHATTANOOGA,TN,Active,Active
12831,13338,5143,NATIONAL CHEF SUPPLY,,BOCA RATON,FL,13338,5143,NATIONAL CHEF SUPPLY,mike@nationalchefsupply.com,BOCA RATON,FL,Active,Active
4592,4592,4666,"National Chemical Laboratories, Inc.",,Philadelphia,PA,4592,4666,"National Chemical Laboratories, Inc.",tlesher@nclonline.com,Philadelphia,PA,Active,Active
3300,3300,3322,NATIONAL CHEMSEARCH,,PARAMUS,NJ,3300,3322,NATIONAL CHEMSEARCH,,PARAMUS,NJ,Active,Active
7395,7395,9052,NATIONAL CHEMSEARCH,,ST. LOUIS,MO,7395,9052,NATIONAL CHEMSEARCH,,ST. LOUIS,MO,Active,Active
3301,3301,3323,"NATIONAL CHEMSEARCH,DIV.OF NCH",,IRVING,TX,3301,3323,"NATIONAL CHEMSEARCH,DIV.OF NCH",,IRVING,TX,Active,Active
4436,4436,4505,"NATIONAL DISCOUNT MUSIC, INC.",ndmusic@warwick.net,OTISVILLE,NY,4436,4505,"National Discount Music, Inc.",ndmusic89@gmail.com,Otisville,NY,Inactive,Inactive
4382,4382,4442,"National Dust Control Services, Inc.",,Middlesex,NJ,4382,4442,"National Dust Control Services, Inc.",theresalepski@ndcmats.com,Middlesex,NJ,Active,Active
7551,7551,9390,NATIONAL EAGLE CORP.,,STAFFORD,TX,7551,9390,NATIONAL EAGLE CORP.,,STAFFORD,TX,Active,Active
6995,6995,8265,NATIONAL ED. SUPPLY (QUOTE),,EAST RUTHERFORD,NJ,6995,8265,NATIONAL ED. SUPPLY (QUOTE),,EAST RUTHERFORD,NJ,Active,Active
7650,7650,9816,NATIONAL EDUCATIONAL MUSIC CO.,,MOUNTAINSIDE,NJ,7650,9816,NATIONAL EDUCATIONAL MUSIC CO.,,MOUNTAINSIDE,NJ,Active,Active
858,858,0844,"National Educational Music Co., Ltd dba NEMC",,PISCATAWAY,NJ,858,0844,"National Educational Music Co., Ltd dba NEMC",bids@nemc.com,PISCATAWAY,NJ,Active,Active
777,777,0759,"NATIONAL EDUCATIONAL SYSTEMS, INC.",,SAN ANTONIO,TX,777,0759,"NATIONAL EDUCATIONAL SYSTEMS, INC.",customerservice@shopnes.com,SAN ANTONIO,TX,Active,Active
9255,9255,2355,"National Equipment & Facility Solutions, Inc.",,MYSTIC,CT,9255,2355,"National Equipment & Facility Solutions, Inc.",orders@jaypro.com,MYSTIC,CT,Active,Active
9469,9469,4183,NATIONAL FFA ORGANIZATION,,INDIANAPOLIS,IN,9469,4183,NATIONAL FFA ORGANIZATION,,INDIANAPOLIS,IN,Active,Active
14401,1117727,R709,NATIONAL FIRE SAFETY,JohnLeone914@yahoo.com,BEW ROCHELLE,NY,1117727,R709,NATIONAL FIRE SAFETY,JohnLeone914@yahoo.com,BEW ROCHELLE,NY,Active,Active
12745,13245,X830,National Flooring Removal,,Augusta,NJ,13245,X830,National Flooring Removal,nationalflooringremoval37@gmail.com,Augusta,NJ,Active,Active
14115,15520,6146,NATIONAL GEOGRAPHIC LEARNING,,Independence ,KY,15520,6146,NATIONAL GEOGRAPHIC LEARNING,,Independence ,KY,Active,Active
970,970,0951,NATIONAL GEOGRAPHIC SOCIETY,,WASHINGTON,DC,970,0951,NATIONAL GEOGRAPHIC SOCIETY,,WASHINGTON,DC,Inactive,Inactive
14271,15714,R616,"National Glazing Solutions, LLC dba NGS Films",jamie@nationalglazingsolutions.com,Canton,GA,15714,R616,"National Glazing Solutions, LLC dba NGS Films",michael.schwartz@ngs.inc,Canton,GA,Active,Active
1607,1607,1609,NATIONAL GOVERMMENT SALES,,WESTON,FL,1607,1609,NATIONAL GOVERMMENT SALES,,WESTON,FL,Active,Active
2821,2821,2857,NATIONAL GUEST SYSTEMS,,ROCKVILLE,MD,2821,2857,NATIONAL GUEST SYSTEMS,,ROCKVILLE,MD,Active,Active
14898,1434557,T234,NATIONAL INSTALLATION & GC CORP.,national.installation@yahoo.com,HICKSVILLE,NY,1434557,T234,National Installation & GC Corp.,sales@nationalinstallation.net,HICKSVILLE,NY,Active,Active
13737,14476,5427,National Instruments,,Austin,TX,14476,5427,National Instruments,,Austin,TX,Active,Active
16193,1711598,9823,"National Inventors Hall of Fame, Inc.",LDIoperations@invent.org,North Canton,OH,1711598,9823,"National Inventors Hall of Fame, Inc.",LDIoperations@invent.org,North Canton,OH,Active,Active
2579,2579,2615,NATIONAL LABORATORIES,,NORTHVALE,NJ,2579,2615,NATIONAL LABORATORIES,,NORTHVALE,NJ,Active,Active
361,361,0339,NATIONAL LAMINATING INC.,,RIVERSIDE,RI,361,0339,NATIONAL LAMINATING INC.,cjc@nationallaminating.com,RIVERSIDE,RI,Active,Active
14094,15491,R557,NATIONAL LAWN SPRINKLERS INC.,anthony_aqua_nat@yahoo.com,WHITE PLAINS,NY,15491,R557,NATIONAL LAWN SPRINKLERS INC.,anthony_aqua_nat@yahoo.com,WHITE PLAINS,NY,Active,Active
8507,8507,8146,NATIONAL MAINTENANCE SUPPLY IN,NATMAINT@jahoo.com,WESTBURY,NY,8507,8146,NATIONAL MAINTENANCE SUPPLY IN,,WESTBURY,NY,Inactive,Inactive
14917,1434580,T240,"NATIONAL MAINTENANCE, LLC",mmanfredonia@nwmgc.com,BEDFORD HILLS,NY,1434580,T240,"NATIONAL MAINTENANCE, LLC",Marcie@nwmgc.com,BEDFORD HILLS,NY,Active,Active
6525,6525,7510,NATIONAL OFFIC & SCHOOL SUPPL,,COLUMBIA,MD,6525,7510,NATIONAL OFFIC & SCHOOL SUPPL,,COLUMBIA,MD,Active,Active
703,703,0682,NATIONAL OFFICE SUPPLY CO.,,SO. HACKENSACK,NJ,703,0682,NATIONAL OFFICE SUPPLY CO.,,SO. HACKENSACK,NJ,Inactive,Inactive
5035,5035,5708,NATIONAL OFFICE&SCHOOL SPPLIES,,HOLBROOK,NY,5035,5708,NATIONAL OFFICE&SCHOOL SPPLIES,,HOLBROOK,NY,Active,Active
6040,6040,7008,NATIONAL ORGANIZATION SERVICE,,DES MOINES,IA,6040,7008,NATIONAL ORGANIZATION SERVICE,,DES MOINES,IA,Active,Active
16386,1711919,9957,"National Paint Industries, Inc. ",david.niles@canlak.com,North Brunswick,NJ,1711919,9957,"National Paint Industries, Inc. ",Lynn.Witrock@canlak.com,North Brunswick,NJ,Active,Active
3303,3303,3325,NATIONAL PAINT PRODUCTS,,IRVINGTON,NJ,3303,3325,NATIONAL PAINT PRODUCTS,,IRVINGTON,NJ,Active,Active
5602,5602,6445,NATIONAL PAPER,,EAST ORANGE N.J. 07019,64,5602,6445,NATIONAL PAPER,,EAST ORANGE N.J. 07019,64,Active,Active
12382,12636,5914,NATIONAL PARTS DEPOT,,CHESTER,NY,12636,5914,NATIONAL PARTS DEPOT,,CHESTER,NY,Inactive,Inactive
8400,8400,T193,NATIONAL READING STYLES,,SYOSSET,NY,8400,T193,NATIONAL READING STYLES,,SYOSSET,NY,Active,Active
9916,9916,F083,NATIONAL RESTAURANT ASSOCIATIO,,,  ,9916,,,,,,Inactive,Inactive
12166,12207,2099,NATIONAL RESTAURANT ASSOCIATION,,WASHINGTON,DC,12207,2099,NATIONAL RESTAURANT ASSOCIATION,info@restaurant.org,WASHINGTON,DC,Active,Active
2080,12207,2099,NATIONAL RESTAURANT ASSOCIATION,info@restaurant.org,WASHINGTON,DC,12207,2099,NATIONAL RESTAURANT ASSOCIATION,info@restaurant.org,WASHINGTON,DC,Active,Active
16409,1711942,M005,National Restoration,Scottd@natl247.com,Cherry Hill,NJ,1711942,M005,National Restoration,Scottd@natl247.com,Cherry Hill,NJ,Active,Active
4486,4486,4556,NATIONAL SCHOOL PRODUCTS,,MARYVILLE,TN,4486,4556,NATIONAL SCHOOL PRODUCTS,amye@nationalschoolproducts.com,MARYVILLE,TN,Active,Active
7042,7042,8342,NATIONAL SEED INC.,,NEW BRUNSWICK,NJ,7042,8342,NATIONAL SEED INC.,mary.griepentrog@simplot.com,NEW BRUNSWICK,NJ,Inactive,Inactive
2094,2094,2113,National Sound Industries dba Advance Sound Co,,Farmingdale,NY,2094,2113,National Sound Industries dba Advance Sound Co,mdepace@advancesound.com,Farmingdale,NY,Active,Active
11679,11710,X015,National Sound Industries dba Advance Sound Co ,,FARMINGDALE,NY,11710,X015,National Sound Industries dba Advance Sound Co ,ap@advancesound.com,FARMINGDALE,NY,Active,Active
6650,6650,7637,NATIONAL SPIRIT GROUP LTD,,GARLAND,TX,6650,7637,NATIONAL SPIRIT GROUP LTD,,GARLAND,TX,Active,Active
6778,6778,7776,NATIONAL SPORTING GOODS,,DALTON,PA,6778,7776,NATIONAL SPORTING GOODS,,DALTON,PA,Active,Active
9082,9082,,National Sports Products,www.douglas-sports.com,Eldridge,Ia,9082,,National Sports Products,,Eldridge,Ia,Inactive,Active
7651,7651,9818,NATIONAL SPORTS PRODUCTS,,ELDRIDGE,IA,7651,9818,NATIONAL SPORTS PRODUCTS,akaufmann@douglas-sports.com,ELDRIDGE,IA,Active,Active
14589,1429962,8359,NATIONAL SPORTSWEAR,natspts@aol.com,BELLEVILLE,NJ,1429962,8359,NATIONAL SPORTSWEAR,natspts@aol.com,BELLEVILLE,NJ,Active,Active
3432,3432,3453,NATIONAL SUPER SERVICE,,MAUMEE,OH,3432,3453,NATIONAL SUPER SERVICE,,MAUMEE,OH,Active,Active
1120,1120,1101,NATIONAL TEACHING AIDS INC,,FORT COLLINS,CO,1120,1101,NATIONAL TEACHING AIDS INC,,FORT COLLINS,CO,Active,Active
15750,1623429,9588,National Technology Group ,,Holbrook,NE,1623429,9588,National Technology Group ,info@nattechinc.com,Holbrook,NE,Active,Active
7503,7503,9285,NATIONAL TEXTBOOK CO.,,LINCOLNWOOD,IL,7503,9285,NATIONAL TEXTBOOK CO.,,LINCOLNWOOD,IL,Active,Active
9917,9917,F084,NATIONAL TEXTBOOK COMPANY     ,,,,9917,F084,NATIONAL TEXTBOOK COMPANY     ,,,,Active,Active
